,time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,Year,Month,Day
0,2023-01-01,8.9,2.6,11.5,1.1,0.0,267.0,10.6,,1011.8,,2023,1,01
1,2023-01-02,4.2,-0.7,11.5,0.0,0.0,324.0,3.0,,1019.5,,2023,1,02
2,2023-01-03,8.8,6.0,13.7,12.7,0.0,343.0,5.1,,1014.5,,2023,1,03
3,2023-01-04,14.9,11.0,19.3,6.2,0.0,233.0,9.0,,1010.1,,2023,1,04
4,2023-01-05,8.4,6.0,9.3,0.6,0.0,56.0,8.2,,1014.0,,2023,1,05
5,2023-01-06,6.2,4.3,8.7,14.3,0.0,17.0,4.9,,1015.7,,2023,1,06
6,2023-01-07,3.1,-0.2,7.6,0.0,0.0,313.0,4.1,,1020.3,,2023,1,07
7,2023-01-08,-0.4,-2.9,3.7,0.0,0.0,341.0,4.2,,1024.4,,2023,1,08
8,2023-01-09,2.1,-1.8,6.5,0.0,0.0,324.0,4.8,,1013.9,,2023,1,09
9,2023-01-10,3.1,-1.3,6.0,0.0,0.0,335.0,6.7,,1016.4,,2023,1,10
10,2023-01-11,1.8,-0.2,4.3,0.0,0.0,50.0,8.4,,1023.8,,2023,1,11
11,2023-01-12,5.5,1.5,13.7,10.1,0.0,84.0,9.1,,1018.4,,2023,1,12
12,2023-01-13,10.0,2.6,14.3,4.5,0.0,225.0,17.3,,1002.2,,2023,1,13
13,2023-01-14,0.1,-1.8,1.5,0.0,0.0,353.0,22.0,,1010.2,,2023,1,14
14,2023-01-15,0.3,-1.8,3.7,0.0,0.0,344.0,18.6,,1016.0,,2023,1,15
15,2023-01-16,0.9,-2.9,5.4,0.0,0.0,324.0,13.7,,1011.6,,2023,1,16
16,2023-01-17,2.5,-1.8,6.0,0.2,0.0,276.0,6.0,,1005.7,,2023,1,17
17,2023-01-18,7.1,1.0,11.0,0.0,0.0,283.0,12.2,,1008.3,,2023,1,18
18,2023-01-19,2.9,-0.7,4.8,18.7,0.0,34.0,4.7,,1012.7,,2023,1,19
19,2023-01-20,5.7,4.3,8.2,1.7,0.0,275.0,10.8,,1004.8,,2023,1,20
20,2023-01-21,3.0,1.5,4.8,0.0,0.0,351.0,9.4,,1019.6,,2023,1,21
21,2023-01-22,3.0,1.5,5.4,6.8,0.0,134.0,7.1,,1018.9,,2023,1,22
22,2023-01-23,2.6,1.5,4.3,16.1,0.0,330.0,11.6,,1003.7,,2023,1,23
23,2023-01-24,3.4,1.5,6.0,0.0,0.0,279.0,14.6,,1019.0,,2023,1,24
24,2023-01-25,2.6,-1.3,8.7,23.9,0.0,73.0,10.1,,1020.1,,2023,1,25
25,2023-01-26,7.4,3.7,14.3,16.7,0.0,257.0,18.9,,1001.9,,2023,1,26
26,2023-01-27,1.7,-1.8,6.0,0.0,0.0,288.0,5.8,,1018.3,,2023,1,27
27,2023-01-28,5.3,-2.4,10.4,0.0,0.0,243.0,11.0,,1023.3,,2023,1,28
28,2023-01-29,5.5,-0.2,11.0,0.0,0.0,265.0,6.7,,1022.7,,2023,1,29
29,2023-01-30,5.9,-0.7,12.1,0.0,0.0,323.0,4.6,,1020.0,,2023,1,30
30,2023-01-31,1.2,-2.4,6.0,1.1,0.0,9.0,12.6,,1022.1,,2023,1,31
31,2023-02-01,-1.0,-5.2,2.1,0.2,0.0,346.0,7.4,,1024.1,,2023,2,01
32,2023-02-02,-1.0,-6.8,4.3,0.0,0.0,265.0,9.3,,1018.7,,2023,2,02
33,2023-02-03,-6.2,-15.7,1.0,0.0,0.0,292.0,23.4,,1015.2,,2023,2,03
34,2023-02-04,-12.7,-20.2,-5.7,0.0,0.0,294.0,8.8,,1033.2,,2023,2,04
35,2023-02-05,2.5,-4.0,10.4,0.0,0.0,219.0,10.1,,1021.1,,2023,2,05
36,2023-02-06,3.2,-2.4,10.4,0.0,0.0,347.0,10.9,,1017.5,,2023,2,06
37,2023-02-07,0.9,-5.7,4.8,4.2,0.0,44.0,7.3,,1024.8,,2023,2,07
38,2023-02-08,4.1,-0.7,11.0,0.0,0.0,329.0,5.6,,1021.8,,2023,2,08
39,2023-02-09,4.4,-3.5,10.4,0.0,0.0,69.0,5.6,,1020.9,,2023,2,09
40,2023-02-10,11.3,7.1,14.8,0.0,0.0,277.0,18.2,,1011.1,,2023,2,10
41,2023-02-11,3.4,-2.4,7.6,0.0,0.0,305.0,12.7,,1022.9,,2023,2,11
42,2023-02-12,2.6,-5.2,9.3,0.0,0.0,10.0,2.6,,1017.6,,2023,2,12
43,2023-02-13,7.5,3.7,12.6,0.0,0.0,5.0,8.5,,1003.0,,2023,2,13
44,2023-02-14,7.0,0.4,12.6,0.0,0.0,295.0,11.2,,1015.7,,2023,2,14
45,2023-02-15,10.7,0.4,17.1,0.0,0.0,202.0,12.5,,1016.4,,2023,2,15
46,2023-02-16,15.2,9.3,19.8,0.7,0.0,236.0,9.9,,1014.1,,2023,2,16
47,2023-02-17,9.5,-1.3,16.0,3.4,0.0,269.0,16.8,,1005.4,,2023,2,17
48,2023-02-18,0.3,-4.6,5.4,0.0,0.0,294.0,9.5,,1024.6,,2023,2,18
49,2023-02-19,4.3,-1.3,8.2,0.0,0.0,160.0,8.3,,1023.6,,2023,2,19
50,2023-02-20,7.6,0.4,15.4,0.0,0.0,339.0,7.3,,1006.7,,2023,2,20
51,2023-02-21,4.3,-1.3,7.1,3.6,0.0,29.0,6.7,,1004.9,,2023,2,21
52,2023-02-22,2.0,-2.9,5.4,2.9,0.0,2.0,3.8,,1018.4,,2023,2,22
53,2023-02-23,2.6,2.1,3.7,4.7,0.0,61.0,9.8,,1013.4,,2023,2,23
54,2023-02-24,2.1,-5.2,6.5,1.1,0.0,333.0,15.1,,1022.8,,2023,2,24
55,2023-02-25,-5.4,-8.5,-2.9,1.1,0.0,10.0,4.1,,1028.7,,2023,2,25
56,2023-02-26,-2.9,-10.2,4.3,0.0,0.0,310.0,6.2,,1012.9,,2023,2,26
57,2023-02-27,0.1,-6.8,5.4,3.9,0.0,44.0,8.1,,1013.3,,2023,2,27
58,2023-02-28,0.6,-1.8,2.6,9.1,80.0,28.0,8.1,,1008.7,,2023,2,28
59,2023-03-01,0.9,-6.8,6.0,0.7,80.0,50.0,5.4,,1018.8,,2023,3,01
60,2023-03-02,5.5,2.6,12.1,3.5,50.0,321.0,9.9,,1006.9,,2023,3,02
61,2023-03-03,3.9,-1.8,8.2,1.5,0.0,46.0,11.3,,1015.1,,2023,3,03
62,2023-03-04,4.1,2.1,6.5,15.8,0.0,25.0,16.0,,1003.5,,2023,3,04
63,2023-03-05,5.7,-0.2,10.4,0.0,0.0,318.0,10.5,,1018.9,,2023,3,05
64,2023-03-06,5.4,-1.8,10.4,0.0,0.0,302.0,10.6,,1017.2,,2023,3,06
65,2023-03-07,3.8,-1.3,8.2,0.0,0.0,336.0,19.8,,1010.3,,2023,3,07
66,2023-03-08,2.1,-1.8,6.0,0.0,0.0,337.0,22.3,,1020.3,,2023,3,08
67,2023-03-09,4.2,0.4,9.3,0.0,0.0,346.0,14.6,,1021.4,,2023,3,09
68,2023-03-10,2.9,-3.5,8.2,5.3,0.0,48.0,4.9,,1014.7,,2023,3,10
69,2023-03-11,3.5,1.5,6.0,6.7,0.0,19.0,14.4,,1009.0,,2023,3,11
70,2023-03-12,4.0,-2.9,9.3,0.0,0.0,14.0,4.8,,1016.3,,2023,3,12
71,2023-03-13,4.8,3.7,6.5,11.5,0.0,80.0,12.5,,1012.6,,2023,3,13
72,2023-03-14,2.3,1.5,3.7,23.9,0.0,315.0,16.0,,998.7,,2023,3,14
73,2023-03-15,3.4,1.5,7.1,0.0,0.0,309.0,17.5,,1007.4,,2023,3,15
74,2023-03-16,3.8,-3.5,13.2,0.0,0.0,309.0,6.8,,1015.2,,2023,3,16
75,2023-03-17,8.1,0.4,14.3,0.0,0.0,91.0,6.3,,1006.5,,2023,3,17
76,2023-03-18,8.3,5.4,12.6,0.2,0.0,296.0,13.4,,1005.2,,2023,3,18
77,2023-03-19,1.3,-1.8,4.3,0.0,0.0,276.0,18.4,,1014.9,,2023,3,19
78,2023-03-20,3.0,-5.2,11.0,0.0,0.0,259.0,8.9,,1023.8,,2023,3,20
79,2023-03-21,6.9,-3.5,17.1,0.0,0.0,305.0,9.3,,1026.6,,2023,3,21
80,2023-03-22,8.8,-0.7,17.1,0.0,0.0,122.0,11.0,,1026.2,,2023,3,22
81,2023-03-23,12.1,8.7,13.7,2.3,0.0,245.0,9.2,,1012.8,,2023,3,23
82,2023-03-24,9.0,4.3,13.2,0.3,0.0,341.0,11.0,,1014.0,,2023,3,24
83,2023-03-25,4.6,1.0,6.0,5.5,0.0,73.0,15.3,,1014.8,,2023,3,25
84,2023-03-26,10.1,3.7,16.5,0.0,0.0,291.0,13.7,,1010.8,,2023,3,26
85,2023-03-27,6.8,-1.3,15.4,7.4,0.0,51.0,6.5,,1016.7,,2023,3,27
86,2023-03-28,6.8,1.5,11.0,0.0,0.0,349.0,8.5,,1017.9,,2023,3,28
87,2023-03-29,6.0,-1.3,12.6,0.0,0.0,310.0,8.0,,1019.0,,2023,3,29
88,2023-03-30,3.1,-1.8,6.5,1.1,0.0,304.0,14.0,,1023.7,,2023,3,30
89,2023-03-31,4.4,-4.0,9.8,0.1,0.0,107.0,7.3,,1023.0,,2023,3,31
90,2023-04-01,14.6,8.2,22.1,12.0,0.0,224.0,13.2,,999.6,,2023,4,01
91,2023-04-02,7.0,-0.7,11.5,0.0,0.0,322.0,18.5,,1011.0,,2023,4,02
92,2023-04-03,6.5,-3.5,14.8,0.0,0.0,200.0,11.2,,1019.0,,2023,4,03
93,2023-04-04,13.8,3.7,22.1,0.0,0.0,34.0,7.0,,1017.3,,2023,4,04
94,2023-04-05,11.5,8.7,14.8,0.0,0.0,101.0,14.5,,1023.4,,2023,4,05
95,2023-04-06,15.3,8.2,24.3,0.3,0.0,328.0,9.9,,1020.0,,2023,4,06
96,2023-04-07,11.1,4.8,14.3,0.0,0.0,320.0,15.3,,1025.8,,2023,4,07
97,2023-04-08,6.4,2.1,11.0,0.0,0.0,350.0,9.5,,1031.5,,2023,4,08
98,2023-04-09,6.4,-1.8,13.2,0.0,0.0,350.0,7.0,,1032.3,,2023,4,09
99,2023-04-10,9.7,-0.2,19.3,0.0,0.0,328.0,4.2,,1029.3,,2023,4,10
100,2023-04-11,14.2,1.0,23.7,0.0,0.0,273.0,11.0,,1018.4,,2023,4,11
101,2023-04-12,22.2,14.8,28.2,0.0,0.0,272.0,14.8,,1009.3,,2023,4,12
102,2023-04-13,22.0,10.4,32.1,0.0,0.0,281.0,8.6,,1010.1,,2023,4,13
103,2023-04-14,22.9,11.5,32.1,0.0,0.0,288.0,6.5,,1010.9,,2023,4,14
104,2023-04-15,18.4,15.4,24.3,8.4,0.0,68.0,7.7,,1012.6,,2023,4,15
105,2023-04-16,17.2,14.8,20.4,1.3,0.0,136.0,8.2,,1010.1,,2023,4,16
106,2023-04-17,14.1,12.6,17.6,3.0,0.0,141.0,9.8,,1003.2,,2023,4,17
107,2023-04-18,10.5,8.2,13.2,0.0,0.0,257.0,14.7,,1007.2,,2023,4,18
108,2023-04-19,8.2,4.8,13.2,0.0,0.0,290.0,10.6,,1017.2,,2023,4,19
109,2023-04-20,11.3,2.6,20.4,0.0,0.0,319.0,5.3,,1022.2,,2023,4,20
110,2023-04-21,14.0,7.6,19.8,0.0,0.0,118.0,10.7,,1019.0,,2023,4,21
111,2023-04-22,13.2,10.4,17.1,1.7,0.0,101.0,15.7,,1015.4,,2023,4,22
112,2023-04-23,13.6,9.8,16.0,29.6,0.0,1.0,8.6,,1011.5,,2023,4,23
113,2023-04-24,10.4,4.3,15.4,0.0,0.0,296.0,7.5,,1016.8,,2023,4,24
114,2023-04-25,8.6,1.5,14.3,0.0,0.0,279.0,6.9,,1021.1,,2023,4,25
115,2023-04-26,8.7,0.4,14.3,0.2,0.0,117.0,6.1,,1023.4,,2023,4,26
116,2023-04-27,9.8,6.5,12.6,8.2,0.0,72.0,5.5,,1023.3,,2023,4,27
117,2023-04-28,10.1,4.8,14.8,0.8,0.0,81.0,10.6,,1021.7,,2023,4,28
118,2023-04-29,10.0,8.2,11.0,31.5,0.0,74.0,16.8,,1014.2,,2023,4,29
119,2023-04-30,11.9,9.8,14.3,22.4,0.0,59.0,13.6,,1000.8,,2023,4,30
120,2023-05-01,12.6,7.6,16.0,7.1,0.0,249.0,14.5,,991.1,,2023,5,01
121,2023-05-02,9.9,6.5,12.1,7.5,0.0,203.0,9.6,,995.4,,2023,5,02
122,2023-05-03,10.1,4.8,13.7,1.4,0.0,280.0,6.8,,998.8,,2023,5,03
123,2023-05-04,10.8,8.7,14.3,0.0,0.0,13.0,9.0,,1011.0,,2023,5,04
124,2023-05-05,10.9,3.7,16.0,0.3,0.0,15.0,7.2,,1022.1,,2023,5,05
125,2023-05-06,14.8,6.0,22.6,0.0,0.0,304.0,8.7,,1022.6,,2023,5,06
126,2023-05-07,16.7,5.4,24.8,1.4,0.0,268.0,8.1,,1014.9,,2023,5,07
127,2023-05-08,18.1,13.2,24.3,4.6,0.0,331.0,9.3,,1008.6,,2023,5,08
128,2023-05-09,14.8,7.1,21.0,0.0,0.0,337.0,7.7,,1014.8,,2023,5,09
129,2023-05-10,14.1,3.7,22.6,0.0,0.0,309.0,5.4,,1020.1,,2023,5,10
130,2023-05-11,17.2,7.1,26.5,0.0,0.0,303.0,5.9,,1018.7,,2023,5,11
131,2023-05-12,20.6,10.4,29.8,0.0,0.0,263.0,8.6,,1017.1,,2023,5,12
132,2023-05-13,21.5,15.4,27.1,0.0,0.0,343.0,7.7,,1016.1,,2023,5,13
133,2023-05-14,16.0,8.2,20.4,0.0,0.0,355.0,10.8,,1022.0,,2023,5,14
134,2023-05-15,15.7,5.4,23.7,0.0,0.0,270.0,10.3,,1020.9,,2023,5,15
135,2023-05-16,19.7,13.2,26.0,0.0,0.0,255.0,12.6,,1005.7,,2023,5,16
136,2023-05-17,12.8,8.2,16.5,0.0,0.0,352.0,16.6,,1009.1,,2023,5,17
137,2023-05-18,10.0,0.4,17.1,0.0,0.0,232.0,9.1,,1025.6,,2023,5,18
138,2023-05-19,14.4,7.1,21.0,0.0,0.0,189.0,11.5,,1026.6,,2023,5,19
139,2023-05-20,15.7,9.3,19.3,34.7,0.0,88.0,6.6,,1017.8,,2023,5,20
140,2023-05-21,17.1,12.6,21.5,0.6,0.0,298.0,10.8,,1013.6,,2023,5,21
141,2023-05-22,16.8,8.7,24.3,0.0,0.0,60.0,5.6,,1021.8,,2023,5,22
142,2023-05-23,15.5,10.4,20.4,0.0,0.0,72.0,7.2,,1026.4,,2023,5,23
143,2023-05-24,15.6,7.6,25.4,4.4,0.0,305.0,8.1,,1018.1,,2023,5,24
144,2023-05-25,13.4,8.7,19.3,0.0,0.0,335.0,14.0,,1020.4,,2023,5,25
145,2023-05-26,14.4,4.8,22.6,0.0,0.0,317.0,9.3,,1024.7,,2023,5,26
146,2023-05-27,16.9,5.4,25.4,0.0,0.0,336.0,4.0,,1025.8,,2023,5,27
147,2023-05-28,19.5,9.8,28.2,0.0,0.0,259.0,7.3,,1019.7,,2023,5,28
148,2023-05-29,18.7,11.5,26.0,0.0,0.0,67.0,9.9,,1017.8,,2023,5,29
149,2023-05-30,15.3,8.2,21.5,0.0,0.0,85.0,7.0,,1023.2,,2023,5,30
150,2023-05-31,16.6,5.4,25.4,0.0,0.0,149.0,6.2,,1022.5,,2023,5,31
151,2023-06-01,20.8,9.8,31.0,0.0,0.0,35.0,4.7,,1018.7,,2023,6,01
152,2023-06-02,22.9,14.8,32.6,2.1,0.0,23.0,5.3,,1012.9,,2023,6,02
153,2023-06-03,17.1,11.0,19.8,0.0,0.0,51.0,14.4,,1016.2,,2023,6,03
154,2023-06-04,13.2,7.1,17.6,0.0,0.0,7.0,8.3,,1016.7,,2023,6,04
155,2023-06-05,16.2,8.2,23.2,0.0,0.0,341.0,9.6,,1011.5,,2023,6,05
156,2023-06-06,16.7,10.4,23.2,0.4,0.0,303.0,8.3,,1004.8,,2023,6,06
157,2023-06-07,15.4,8.2,20.4,0.0,0.0,291.0,7.6,,1003.3,,2023,6,07
158,2023-06-08,14.8,8.2,19.8,0.0,0.0,302.0,7.2,,1006.0,,2023,6,08
159,2023-06-09,16.7,11.5,22.1,0.0,0.0,315.0,5.9,,1007.0,,2023,6,09
160,2023-06-10,17.3,9.8,24.3,0.0,0.0,290.0,8.2,,1008.5,,2023,6,10
161,2023-06-11,20.7,11.5,27.6,0.0,0.0,86.0,7.3,,1011.5,,2023,6,11
162,2023-06-12,21.4,18.7,24.8,4.4,0.0,108.0,10.8,,1008.0,,2023,6,12
163,2023-06-13,19.9,16.0,24.3,1.3,0.0,268.0,9.9,,1004.4,,2023,6,13
164,2023-06-14,18.0,10.4,23.2,5.8,0.0,198.0,8.8,,1001.3,,2023,6,14
165,2023-06-15,20.0,14.8,25.4,0.0,0.0,264.0,11.2,,1002.6,,2023,6,15
166,2023-06-16,18.9,14.3,24.8,6.6,0.0,341.0,4.1,,1006.6,,2023,6,16
167,2023-06-17,18.7,15.4,23.2,1.9,0.0,324.0,10.6,,1004.9,,2023,6,17
168,2023-06-18,20.4,14.3,26.0,0.0,0.0,321.0,6.4,,1010.3,,2023,6,18
169,2023-06-19,20.9,16.0,26.0,0.0,0.0,82.0,6.5,,1017.8,,2023,6,19
170,2023-06-20,20.0,16.5,24.8,0.0,0.0,99.0,8.9,,1023.0,,2023,6,20
171,2023-06-21,18.7,14.8,22.6,0.0,0.0,100.0,13.0,,1025.4,,2023,6,21
172,2023-06-22,19.1,15.4,24.8,0.0,0.0,73.0,11.9,,1021.8,,2023,6,22
173,2023-06-23,20.2,16.5,23.2,1.0,0.0,138.0,8.4,,1017.4,,2023,6,23
174,2023-06-24,22.4,20.4,26.0,12.6,0.0,149.0,7.5,,1011.3,,2023,6,24
175,2023-06-25,24.4,21.0,29.3,0.3,0.0,4.0,4.5,,1009.9,,2023,6,25
176,2023-06-26,22.8,20.4,26.5,4.6,0.0,107.0,8.3,,1008.6,,2023,6,26
177,2023-06-27,22.1,20.4,26.0,5.3,0.0,150.0,8.6,,1006.3,,2023,6,27
178,2023-06-28,23.2,19.8,27.6,0.5,0.0,318.0,5.3,,1009.4,,2023,6,28
179,2023-06-29,22.1,16.0,27.1,0.0,0.0,332.0,5.3,,1015.9,,2023,6,29
180,2023-06-30,22.2,16.5,28.7,0.0,0.0,32.0,4.6,,1017.8,,2023,6,30
181,2023-07-01,22.5,15.4,28.2,0.0,0.0,196.0,7.4,,1017.0,,2023,7,01
182,2023-07-02,24.5,20.4,30.4,11.1,0.0,173.0,9.5,,1011.6,,2023,7,02
183,2023-07-03,25.7,22.6,30.4,5.1,0.0,306.0,4.4,,1010.2,,2023,7,03
184,2023-07-04,25.1,22.1,30.4,1.1,0.0,330.0,4.2,,1012.6,,2023,7,04
185,2023-07-05,26.8,21.5,33.2,0.0,0.0,344.0,4.1,,1015.0,,2023,7,05
186,2023-07-06,27.2,21.0,33.2,0.0,0.0,248.0,7.0,,1013.8,,2023,7,06
187,2023-07-07,26.1,22.6,31.0,0.0,0.0,88.0,6.2,,1011.6,,2023,7,07
188,2023-07-08,26.2,23.2,29.8,0.0,0.0,13.0,3.5,,1011.0,,2023,7,08
189,2023-07-09,24.8,22.6,27.6,12.2,0.0,101.0,7.8,,1010.5,,2023,7,09
190,2023-07-10,23.7,19.3,27.6,18.8,0.0,339.0,8.7,,1008.4,,2023,7,10
191,2023-07-11,24.4,17.6,31.0,0.0,0.0,278.0,7.8,,1011.7,,2023,7,11
192,2023-07-12,26.0,19.3,32.1,0.0,0.0,281.0,5.7,,1013.3,,2023,7,12
193,2023-07-13,26.6,20.4,31.5,0.0,0.0,190.0,10.5,,1011.4,,2023,7,13
194,2023-07-14,24.2,20.4,28.2,28.5,0.0,94.0,9.2,,1012.8,,2023,7,14
195,2023-07-15,26.8,21.5,31.5,0.3,0.0,121.0,6.4,,1013.9,,2023,7,15
196,2023-07-16,25.8,24.3,26.5,43.5,0.0,191.0,7.5,,1010.3,,2023,7,16
197,2023-07-17,27.0,22.6,31.0,0.0,0.0,301.0,5.7,,1013.1,,2023,7,17
198,2023-07-18,25.4,22.1,29.3,1.4,0.0,143.0,5.4,,1014.3,,2023,7,18
199,2023-07-19,24.2,19.8,28.2,0.0,0.0,273.0,4.8,,1016.3,,2023,7,19
200,2023-07-20,24.1,18.7,28.7,0.0,0.0,70.0,5.2,,1015.2,,2023,7,20
201,2023-07-21,24.8,19.8,29.8,11.9,0.0,248.0,9.2,,1008.2,,2023,7,21
202,2023-07-22,23.1,17.6,28.7,0.0,0.0,330.0,7.6,,1009.2,,2023,7,22
203,2023-07-23,23.3,14.8,29.8,0.0,0.0,263.0,6.8,,1014.7,,2023,7,23
204,2023-07-24,25.4,19.3,30.4,0.0,0.0,267.0,9.2,,1019.0,,2023,7,24
205,2023-07-25,23.6,19.8,29.8,19.2,0.0,304.0,5.0,,1018.4,,2023,7,25
206,2023-07-26,24.6,18.7,30.4,0.0,0.0,223.0,8.7,,1018.5,,2023,7,26
207,2023-07-27,27.0,22.6,33.2,3.0,0.0,225.0,11.6,,1014.1,,2023,7,27
208,2023-07-28,27.0,21.0,32.1,0.0,0.0,294.0,5.4,,1014.9,,2023,7,28
209,2023-07-29,26.6,19.8,31.5,5.1,0.0,305.0,8.0,,1008.7,,2023,7,29
210,2023-07-30,20.6,15.4,25.4,0.0,0.0,335.0,11.5,,1013.2,,2023,7,30
211,2023-07-31,20.7,12.6,27.6,0.0,0.0,285.0,7.4,,1015.2,,2023,7,31
212,2023-08-01,20.7,14.3,26.0,0.0,0.0,331.0,9.2,,1020.2,,2023,8,01
213,2023-08-02,18.9,11.0,26.0,0.0,0.0,331.0,5.8,,1023.0,,2023,8,02
